URL,IDENTIFICADOR,TÍTULO,DESCRIPCIÓN,TEMÁTICAS,ETIQUETAS,FECHA DE CREACIÓN,FECHA DE ÚLTIMA MODIFICACIÓN,FRECUENCIA DE ACTUALIZACIÓN,IDIOMAS,ÓRGANO PUBLICADOR,CONDICIONES DE USO,COBERTURA GEOGRÁFICA,COBERTURA TEMPORAL,VIGENCIA DEL RECURSO,RECURSOS RELACIONADOS,NORMATIVA,DISTRIBUCIONES
https://datos.gob.es/catalogo/65f5c099-3a80-4e7e-b0a8-d0bd9cdb05c0,urn:ine:es:TABLA:T3:597:53267,[en]Number of tourists by autonomous community and destination province broken down by PROVINCE of origin. TMOV (API identifier: 53267)[es]Número de turistas por CCAA y provincia de destino desagregados por PROVINCIA de origen. TMOV (Identificador API: 53267),[es]Tabla de INEbase Número de turistas por CCAA y provincia de destino desagregados por PROVINCIA de origen. Mensual. Provincias. Medición del turismo interno interprovincial a partir de la posición de los teléfonos móviles[en]Table of INEBase Number of tourists by autonomous community and destination province broken down by PROVINCE of origin. Monthly. Provinces. Medición del turismo interno interprovincial a partir de la posición de los teléfonos móviles,Ciencia y tecnología//Comercio//Cultura y ocio//Demografía//Economía//Educación//Empleo//Energía//Industria//Legislación y justicia//Medio ambiente//Medio Rural//Salud//Sociedad y bienestar//Transporte//Turismo//Vivienda,[en]CCAA and destination province//Medición del turismo interno interprovincial a partir de la posición de los teléfonos móviles//Origin province//Statistics//Touristic Concept//Travelling[es]CCAA y provincia de destino//Concepto turístico//Estadísticas//Medición del turismo interno interprovincial a partir de la posición de los teléfonos móviles//Provincia de origen//TMOV//Viajes,2022-07-12T12:00:00+0200,2025-02-04T11:00:00+0100,[TYPE]http://www.w3.org/2006/time#days[VALUE]30,es//en,Instituto Nacional de Estadística,https://www.ine.es/aviso_legal,España//Andalucía//Almería//Cádiz//Córdoba//Granada//Huelva//Jaén//Málaga//Sevilla//Aragón//Huesca//Teruel//Zaragoza//Principado de Asturias//Asturias//Illes Balears//Provincia de Illes Balears//Canarias//Las Palmas//Santa Cruz de Tenerife//Cantabria//Provincia de Cantabria//Castilla y León//Ávila//Burgos//León//Palencia//Salamanca//Segovia//Soria//Valladolid//Zamora//Castilla-La Mancha//Albacete//Ciudad Real//Cuenca//Guadalajara//Toledo//Cataluña//Barcelona//Girona//Lleida//Tarragona//Comunitat Valenciana//Alicante//Castellón//Valencia//Extremadura//Badajoz//Cáceres//Galicia//A Coruña//Lugo//Ourense//Pontevedra//Comunidad de Madrid//Madrid//Región de Murcia//Murcia//C. Foral de Navarra//Navarra//País Vasco//Álava//Guipúzcoa//Vizcaya//La Rioja//Provincia de La Rioja//Ceuta//Provincia de Ceuta//Melilla//Provincia de Melilla,2019-07-01T02:00:00+0200-2024-12-01T01:00:00+0100,,,,[TITLE_es]CSV: separado por tabuladores[TITLE_en]CSV: Tab Separated[ACCESS_URL]https://www.ine.es/jaxiT3/files/t/csv_bd/53267.csv[MEDIA_TYPE]CSV//[TITLE_en]CSV: Separated by ;[TITLE_es]CSV: separado por ;[ACCESS_URL]https://www.ine.es/jaxiT3/files/t/csv_bdsc/53267.csv[MEDIA_TYPE]CSV//[TITLE_es]Html[TITLE_en]Html[ACCESS_URL]https://www.ine.es/jaxiT3/Tabla.htm?t=53267[MEDIA_TYPE]HTML//[TITLE_en]Json[TITLE_es]Json[ACCESS_URL]https://servicios.ine.es/wstempus/js/es/DATOS_TABLA/53267?tip=AM[MEDIA_TYPE]JSON//[TITLE_es]Pc-Axis[TITLE_en]Pc-Axis[ACCESS_URL]https://www.ine.es/jaxiT3/files/t/px/53267.px[MEDIA_TYPE]PC-Axis
